CodeMixed_Arabic,pr_ar,cat_ar,CodeMixed_English,pr_en,cat_en,GroundTruth_Arabic,GroundTruth_English
"لكن ماكانش في إيدي حاجة غير إني أخنق الـ
idea
بإني أتخيل أفكاري
after twenty years
لما هابقى مضطر كده كده أرجع لنفس الـ
point
إللي أنا فيها.",0.8214285714,Arabic 67–100%,"However, I couldn’t do anything except
أخنق الفكرة
by imagining my feelings
بعد عشرين سنة لما أضطر أرجع لنفس النقطة اللي فيها دلوقتي.",0.4347826087,English 34–66%,لكن ماكانش في إيدي حاجة غير إني أخنق الفكرة بإني أتخيل أفكاري بعد عشرين سنة لما هابقى مضطر كده كده أرجع لنفس النقطة إللي أنا فيها.,"However, I could argue myself out of it, by picturing what would have been my feelings when my term was up, and death had cornered me."
"طالما
we're gonna die
، مايهمش
how or when
، وده
obvious.",0.4166666667,Arabic 34–66%,"Once you're up against
الموت،
the details
إزاي وإمتى
you die honestly
مش فارقة.",0.6428571429,English 34–66%,طالما هنموت، مايهمش إزاي وإمتى، وده بديهي.,"Once you're up against it, the precise manner of your death has obviously small importance."
"لكن اللي كان يضايق هو إني كنت لازم أ
calm down
حماس الإندفاع ده اللي كان مالي دمي وجسمي وكان بيحسسني بـ
crazy joy
في عنيا.",0.8461538462,Arabic 67–100%,"And then the problem was
إزاي أهدّي الاندفاع اللي كان بيجري في جسمي وبيجيب
tears
في عيني.",0.3529411765,English 34–66%,لكن إللي يضايق هو إن أنا كنت لازم أقلل حماس الإندفاع ده إللي كان بيملى دمي وجسمي واللي كان بيحسسني بشكة الفرحة المجنونة في عينيا.,And then the trouble was to calm down that sudden rush of joy racing through my body and even bringing tears to my eyes.
"كانت لحظة شبه دي إللي رفضت فيها استقبال الـ
chaplain
لمرة كمان.",0.9166666667,Arabic 67–100%,"It was at a moment
زي دي اللي رفضت فيها أشوف الـ
chaplain again.",0.5,English 34–66%,كانت لحظة شبه دي إللي رفضت فيها استقبال القسيس لمرة كمان.,It was at one of these moments that I refused once again to see the chaplain.
"كنت ممدد، وحسيت إن
summer evening
بيقرب لما السما بقت لونها
golden
شوية.",0.7692307692,Arabic 67–100%,"I was lying down
وحسيت إن الصيف بيقرب لما
the sky
لونها بقى أشقر شوية.",0.4,English 34–66%,كنت ممدد، وحسيت إن ليل الصيف بيقرب لما السما بقى لونها أشقر شوية.,I was lying down and could mark the summer evening coming on by a soft golden glow spreading across the sky.
"كنت لسه رافض الـ
appeal
بتاعي وكنت قادر أحس بموجات دمي بتجري جوايا بـ
steady throb.",0.8125,Arabic 67–100%,"I had just
رفضت الاستئناف بتاعي,
and I could feel my blood circulating
جوايا بـ انتظام.",0.625,English 34–66%,كنت لسه رافض الاستئناف بتاعي وكنت قادر أحس بموجات دمي بتجري جوايا بانتظام.,"I had just turned down my appeal, and felt my blood circulating with slow, steady throbs."
"وجاتلي فكرة تانية إنها
maybe
تكون عيانة أو
even
ماتت.",0.8,Arabic 67–100%,"Or
جاتلي فكرة تانية
she might
تكون عيانة أو حتى ماتت.",0.2727272727,English 0–33%,وجاتلي فكرة تانية إنها يمكن تكون عيانة أو ماتت.,"Or she might be ill, or dead."
"الحاجات دي بتحصل. إزاي كنت هاعرف اللي حصل
since
مافيش حاجة تانية
linking us
أو
reminding us
ببعض غير جسمي وجسمها اللي بقو
separated
دلوقتي؟",0.76,Arabic 67–100%,"After all,
الحاجات دي
happen. How could I have known
بما إن مافيش حاجة
linking us or
تذكرنا ببعض
except our bodies
اللي بقوا متفرقين دلوقتي?",0.5384615385,English 34–66%,الحاجات دي بتحصل. إزاي كنت هاعرف إللي حصل بما إن مافيش حاجة تانية بتربطنا ببعض ولا بتفكرنا ببعضنا غير جسمي وجسمها إللي بقو متفرقين دلوقتي؟,"After all, such things happen. How could I have known about it, since, apart from our two bodies, separated now, there was no link between us, nothing to remind us of each other?"
"كانت هي اللحظة دي بالتحديد اللي
my thoughts had reached
لما الـ
chaplain
دخل
unannounced.",0.6,Arabic 34–66%,"My thoughts had
وصلت للحظة دي بالظبط لما الـ قسيس دخل من غير ما ينبه حد.",0.1875,English 0–33%,كانت هي اللحظة دي بالتحديد إللي دخل فيها القسيس.,"My thoughts had reached this point when the chaplain walked in, unannounced."
"قلتله إنه
usually
كان بييجي في وقت
different
عن ده.",0.8,Arabic 67–100%,"I reminded him
إنه في العادة
his visits were at another hour
ولمناسبة صعبة شوية.",0.6,English 34–66%,قلتله إنه في العادة كان بييجي في وقت مختلف عن ده.,"I reminded him that usually his visits were at another hour, and for a pretty grim occasion."
"قعد على السرير الصغير بتاعي و
invited
ني أقعد
near him.",0.7272727273,Arabic 67–100%,"He sat
على السرير بتاعي وطلب مني أقعد جنبه.",0.2222222222,English 0–33%,قعد على السرير الصغير بتاعي وعزم عليا أقعد قريب منه.,"Then he sat down on my bed, asking me to sit beside him."
"فضل قاعد
for a while
، دراعاته على ركبه، وموطي راسه وهو باصص على
his hands.",0.6875,Arabic 67–100%,"He sat quite still
، دراعاته على ركبه، وموطي راسه وهو
staring at
إيديه.",0.4285714286,English 34–66%,فضل قاعد فترة، دراعاته على ركبه، وموطي راسه وهو باصص على إيديه.,"He remained quite still at first, his arms resting on his knees, his eyes fixed on his hands."
"كانت رقيقة وفيها
muscles
، وكنت باتخيلهم زي ما يكونو
nimble animals.",0.75,Arabic 67–100%,"They were slender
وفيهم عضلات، وكنت أتخيلهم زي
animals
رشيقة.",0.4,English 34–66%,كانت رقيقة وفيها عضلات، وكنت باتخيلهم زي ما يكونو حیوانات رشيقة.,"They were slender but sinewy hands, which made me think of two nimble little animals."
"بعدها، فضل موطي راسه كده
for a very long time
لدرجة إن للحظة حسيت إني نسيته.",0.6875,Arabic 67–100%,"He stayed in the same position
مدة طويلة قوي لدرجة
for a moment
حسيت إني نسيته.",0.5625,English 34–66%,بعدها، فضل موطي راسه کده، لمدة طويلة جدا لدرجة إن للحظة إتهيألي إن أنا نسيته.,He stayed so long in the same position that for a while I almost forgot he was there.
"رديت وقلت إن أنا مش مؤمن بـ
God.",0.875,Arabic 67–100%,"I explained
إن أنا مش مؤمن بالله.",0.2857142857,English 0–33%,رديت وقلت إن أنا مش مؤمن بالله.,I explained that I didn't believe in God.
"ساعتها رجع لورا وسند ضهره على الـ
wall
، وفرد إيديه
flat
على رجليه.",0.8571428571,Arabic 67–100%,"He then leaned back
على الحيطة، وحط إيديه
flat
على رجليه.",0.4545454545,English 34–66%,ساعتها رجع لورا وسند ضهره على الحيطة، وفرد إيديه على رجليه.,"He then leaned back against the wall, laying his hands flat on his thighs."
"وعلق زي ما يكون
his
كلام مش ليا، وقال إن، ساعات، بنعتقد إننا
very sure
، وفي الحقيقة، مش بنبقى متأكدين.",0.8571428571,Arabic 67–100%,"Almost without seeming
إنه
addresses me
،
he remarked
إنه ساعات
one fancies
إنه متأكد، وفي الحقيقة، مش كده.",0.4736842105,English 34–66%,وعلق زي ما يكون كلامه مش ليا، وقال إن، ساعات، بنعتقد إننا متأكدين، وفي الحقيقة، مش بنبقى متأكدين.,"Almost without seeming to address me, he remarked that he'd often noticed one fancies one is quite sure about something, when in point of fact one isn't."
"في كل الأحوال، أنا يمكن ماكنتش
sure
من الحاجات إللي كانت فعلاً تهمني، لكن كنت
absolutely
متأكد من الحاجات إللي ماكانتش تهمني.",0.9090909091,Arabic 67–100%,"Honestly, I mightn't have been
متأكد أوّي من الحاجات اللي كانت تهمني، بس كنت
so sure
من الحاجات اللي ماكانتش تهمني.",0.3333333333,English 34–66%,في كل الأحوال، أنا يمكن ماكنتش متأكد من الحاجات إللي كانت حقيقي تهمني، لكن كنت متأكد لأبعد درجة من الحاجات إللي ماكانتش تهمني.,"But, though I mightn't be so sure about what interested me, I was absolutely sure about what didn't interest me."
"وبالتحديد، الـ
questions
إللي كان بيكلمني عنها ماكانتش تهمني.",0.8888888889,Arabic 67–100%,"And specifically,
الحاجات
he was talking to me about
ماكانتش
important to me.",0.8461538462,English 67–100%,وبالتحديد، الحاجات إللي كان بيكلمني عنها، ماكانتش تهمني.,And the question he had raised didn't interest me at all.
"دور عينيه وسألني
if
كنت وهو لسه قاعد نفس القاعدة، باتكلم كده من كتر الـ
despair.",0.875,Arabic 67–100%,"He looked away
وسألني
if it was
عشان أنا يائسة جداً باتكلم بالطريقة دي.",0.4285714286,English 34–66%,دور عينيه وسألني إذا كنت وهو لسه قاعد نفس القاعدة،باتكلم بالطريقة دي من كتر اليأس.,"He looked away and, without altering his posture, asked if it was because I felt utterly desperate that I spoke like this."
"اعترفت إن ده كان
their right
، وكمان
it proves
إن كان عندهم الوقت.",0.7142857143,Arabic 67–100%,"Obviously,
أنا قلت، كانوا
at liberty
يعملوا كده لو كانوا حابين.",0.2727272727,English 0–33%,إعترفت إن ده كان حقهم. ده كان كمان بيثبت إنهم كان عندهم الوقت.,"Obviously, I replied, they were at liberty to do so, if they felt like it."
"لكن بالنسبالي أنا ماكنتش عايز حد
helps me
، وبالتحديد، الـ
time
هو إللي كان ناقصني عشان أهتم بالحاجات اللي ماكانتش تهمني.",0.8636363636,Arabic 67–100%,"I, however,
ماكنتش عايز
anyone to help me, and honestly,
الوقت كان ناقصني
to care about stuff
ماكانتش تهمني.",0.6315789474,English 34–66%,لكن بالنسبالي، أنا ماكنتش عايز حد يساعني، وبالتحديد، الوقت هو إللي كان ناقصاني عشان أهتم بالحاجات اللى ماكانتش تهمني.,"I, however, didn't want to be helped, and I hadn't time to work up interest for something that didn't interest me."
"هو ماكانش بيتكلم معايا بالطريقة دي عشان
I’d been condemned to death
، زي ما قال، لأن في رأيه كلنا كان محكوم علينا بـ
sentence of death.",0.7037037037,Arabic 67–100%,"It wasn’t because
أنا كان محكوم عليا بالإعدام,
he said, that he spoke to me this way. In his
رأيه كلنا
under sentence of death.",0.72,English 67–100%,لو كان بيكلمني بالطريقة دي فده مش عشان انا كان محكوم عليا بالإعدام، لأن في رأيه، كلنا كان محكوم علينا بالإعدام.,"It wasn't because I'd been condemned to death, he said, that he spoke to me in this way. In his opinion every man on the earth was under sentence of death."
"رديت وقلت إني هافيس الـ
situation exactly
زي ما باعمل دلوقتي.",0.8181818182,Arabic 67–100%,"I replied
إنّي هاواجه
it exactly
زي ما باواجه دلوقتي.",0.4,English 34–66%,فرديت وقلت إلي هاواجه بالظبط زي ما باواجهه دلوقتي.,I replied that I'd face it exactly as I was facing it now.
"قام عند الـ
word
دي وبصلي
straight
جوا عينيا، ودي كانت لعبة
I knew
كويس.",0.7333333333,Arabic 67–100%,"He stood
عند الكلمة دي
and looked me
جوا عينيا.
It was
لعبة كنت أعرفها
well.",0.5,English 34–66%,قام عند الكلمة دي وبصلي جوا عينيا، ودي لعبة كنت عارفها كويس.,"Thereat he stood up, and looked me straight in the eyes. It was a trick I knew well."
"كنت باتسلى بيها كتير مع
Emmanuel
و
Celeste
، وفي العادة كانوا هما اللي
look away
لما بجرب.",0.7777777778,Arabic 67–100%,"I used to amuse
نفسي بيها كتير مع
Emmanuel
وسيليست،
and usually
هما كانوا
look away.",0.5625,English 34–66%,كنت باتسلى بها كثير مع إمانويل وسيليست، وفي العموم كانو هما إللي بيدورو عينهم.,"I used to amuse myself trying it on Emmanuel and Celeste, and nine times out of ten they'd look away uncomfortably."
"في رأيه دي حاجة
impossible any
إنسان يستحملها.",0.75,Arabic 67–100%,"It must be
مستحيل
for any
إنسان
to handle that.",0.8,English 67–100%,وفي رأيه دي حاجة مستحيل أي إنسان يستحملها.,"It must make life unbearable for a man, to think as I did."
"عن نفسي، أنا بدأت أحس إنه الـ
priest
ابتدى يزهقني. وبعدين لفيت وروحت تحت الـ
skylight
وكنت ساند بكتفي على الـ
wall.",0.8636363636,Arabic 67–100%,"The priest
ابتدى يزهقني، وكنت
resting
كتفي على الحيطة تحت فتحة الـ
skylight
وبصيت بعيد.",0.2666666667,English 0–33%,عن نفسي، أنا ماحسيتش غير بإنه إبتدى يزهقني. وبدوري لفيت وروحت تحت فتحة السقف. كنت ساند بكتفي على الحيطة.,"The priest was beginning to bore me, and, resting a shoulder on the wall, just beneath the little skylight, I looked away."
"ومن غير ما أتابع
what he said
كويس، سمعت إنه إبتدى يستجوبني
again.",0.6923076923,Arabic 67–100%,"Though I didn't follow
إللي كان بيقوله كويس،
I gathered
إنه كان بيستجوبني تاني.",0.4285714286,English 34–66%,ومن غير ما أتابع إللي كان بيقوله كويس، سمعت إنه إبتدى يستجوبني تاني.,"Though I didn't trouble much to follow what he said, I gathered he was questioning me again."
"كان بيتكلم بصوت
agitated
وفيه
urgency
، وفهمت إنه
genuinely distressed
، فركزت في كلامه
more.",0.6875,Arabic 67–100%,"Presently his tone became
قلقان و في إلحاح، و لما فهمت إنه متأثر فعلاً بدأت
pay more attention.",0.3888888889,English 34–66%,كان بيتكلم بصوت قلقان وفية إلحاح. وفهمت إنه كان متأثر فركزت في كلامه أكثر.,"Presently his tone became agitated, urgent, and, as I realized that he was genuinely distressed, I began to pay more attention."
"كان بيكلمني عن يقينه في إن
my appeal
هيتقبل، لكن أنا كنت شايل حمل
guilt
وكنت لازم أتخلص منه.",0.8421052632,Arabic 67–100%,"He said he felt convinced
إن استئنافي
would succeed, but I was
شايل
load of
خطية
and I had to get rid of it.",0.8333333333,English 67–100%,كان بيكلمني عن يقينه في إن طلب الإستئناف بتاعي هيتقبل، لكن أنا كنت شايل حمل خطية وكنت لازم أتخلص منه.,"He said he felt convinced my appeal would succeed, but I was saddled with a load of guilt, of which I must get rid."
"فعلقت إن الـ
justice
الأولى هي اللي حكمت عليا.",0.8888888889,Arabic 67–100%,"I pointed out
إن الـ أولى هي اللي
condemned me.",0.5,English 34–66%,فعلقت إن العدالة الأولى هي إللي حكمت عليا.,I pointed out that the former had condemned me.
"جاوبني وقال لي إن بالرغم من كده
it didn’t absolve
خطيتي.",0.7272727273,Arabic 67–100%,"He agreed,
بس
it hadn’t
غسلت خطيتي.",0.5714285714,English 34–66%,جاوبني بإن بالرغم من كده هي ماغسلتش خطيتي.,"Yes, he agreed, but it hadn't absolved me from my sin."
"أنا
guilty
، ودفعت الـ
penalty
، ماحدش يقدر
expect
مني حاجة زيادة.",0.7692307692,Arabic 67–100%,"Well, I was
بدفع التمن، وماحدش له الحق يطلب مني أي حاجة زيادة.",0.2307692308,English 0–33%,أنا مذنب، ودفعت التمن، ماحدش يقدر يطلب مني حاجة زيادة.,"Well, I was paying the penalty of that offense, and no one had the right to expect anything more of me."
"في اللحظة دي قام من جديد، وقلت في نفسي إنه لو كان عايز
move
في الزنزانة الضيقة أوي دي، ماكانش عنده
choices.
كان لازم يا يقف يا يقعد.",0.9285714286,Arabic 67–100%,"Just then he got up again,
وقلت في نفسي إنه لو كان عايز يفرك
in this tiny cell, almost the only choice
كان بين
standing up
و
sitting down.",0.6206896552,English 34–66%,في اللحظة دي قام من جديد، وقلت في نفسي إنه لو كان عايز يفرك في الزنزانة الضيقة أوي دي، ماكانش عنده إختيارات. كان لازم يا يقف يا يقعد.,"Just then he got up again, and it struck me that if he wanted to move in this tiny cell, almost the only choice lay between standing up and sitting down."
"أخد خطوة ناحيتي ووقف، زي ما يكون ماعندوش الـ
courage
إنه يتقدم.",0.9166666667,Arabic 67–100%,"He took
خطوة ناحيتي
and
وقف,
as if
هو ماكانش يقدر يتقدم.",0.4166666667,English 34–66%,أخد خطوة ناحيتي ووقف، زي ما يكون ماعندوش الجرأة إنه يتقدم.,"He took a single step toward me, and halted, as if he didn't dare to come nearer."
"حضرتك غلطان يا ابني، ممكن
it's required
منك أكتر. وفي الغالب فعلاً
it will be required
منك.",0.6470588235,Arabic 34–66%,"You're mistaken
يا ابني، ممكن يتطلب منك
more. And
غالباً
it will be required
منك.",0.5333333333,English 34–66%,حضرتك غلطان يابني، ممكن يتطلب منك أكثر. وفي الغالب هيتطلب منك فعلا.,"You're mistaken, my son, he said gravely. ""There's more that might be required of you. And perhaps it will be required of you."""
"وفي كل الأحوال، ماشفتش أي حاجة
taking form
من الحجارة اللي بتنزف دي.",0.8461538462,Arabic 67–100%,"Honestly, I never
شفت
anything ""taking form""
ضد الحيطان الرمادي دي.",0.5454545455,English 34–66%,وفي كل الأحوال، ماشفتش حاجة ظهرت من الحجارة إللي بتنزف دي.,"Indeed, I'd never seen anything ""taking form,"" as he called it, against those gray walls."
"كنت دلوقتي ساند ضهري على الـ
wall
ونور النهار كان بيصب على وشي.",0.9230769231,Arabic 67–100%,"I now had
ضهري
on the wall and
نور النهار
was flowing
على وشي.",0.6428571429,English 34–66%,كنت دلوقتي ساند ضهري بالكامل على الحيطة ونور النهار كان بيصب على وشي.,I now had my back to the wall and light was flowing over my forehead.
"لف ومشي ناحية الـ
wall
ومسح بايده عليها
slowly.",0.7777777778,Arabic 67–100%,"Then he turned
ومشي ناحية الحيطة ومسح بايده عليها ببطء.",0.3,English 0–33%,لف ومشي ناحية الحيطة ومسح بايده عليها ببطء,"Then he turned, came up to the wall, and slowly drew his hand along it."
"فضل مديني ضهره
for a long time
لحد ما.",0.5555555556,Arabic 34–66%,"For quite a while
كان مدي ضهره ومبصش.",0.5,English 34–66%,فضل مديني ضهره لمدة طويلة لحد ما.,For quite a while he kept his eyes averted.
"جاوبته وقلت له إن ده طبيعي، بس
honestly
ماكانش ليه
importance
أكتر من إن أنا أتمنى أبقى
rich
أو إني أبقى باعوم
very fast
أو إن بُقي يبقى شكله
better.",0.8,Arabic 67–100%,"Of course, I answered him
وقلت إن ده طبيعي،
but it wasn’t more important from
أتمنى أكون غني
or I could swim
بسرعة جداً
or my
بُق
looks
أحسن.",0.6206896552,English 34–66%,جاوبته وقلت إن ده طبيعي، لكن ده ماكانش له أهمية أكبر من إن أنا أتمنى أبقى غني، أو إن أنا أبقى باعوم بسرعة جدا، أو إن بُقي يبقى شكله أحسن.,"Of course, I had, I told him. Everybody has that wish at times. But that had no more importance than wishing to be rich, or to swim very fast, or to have a better-shaped mouth."
"لكن هو وقفني وكان عايز يعرف أنا كنت بفكر إزاي
in the other life
دي.",0.7333333333,Arabic 67–100%,"I was going on
زي ما أنا,
when
هو فجأة سألني: ""إزاي كنت متخيل
life
بعد القبر؟""",0.3529411765,English 34–66%,لكن هو وقفني وكان عايز يعرف أنا كنت بافكر إزاي في الحياة التانية دي.,"I was going on in the same vein, when he cut in with a question. ""How did I picture life after the grave?"""
"ساعتها،
I don't know
ليه، كان في حاجة فجأة
broke
جوايا.",0.6363636364,Arabic 34–66%,"Then,
مش عارف ليه، حاجة فجأة انفجرت
inside me
وابتديت أزعق جامد.",0.25,English 0–33%,ساعتها، ماعارفش ليه، فيه حاجة إنفجرت جوايا.,"Then, I don't know how it was, but something seemed to break inside me, and I started yelling at the top of my voice."
"مسكته من ياقة الـ
cassock
بتاعه، وكنت باصب عليه كل الـ
thoughts
اللي كانت بتغلي جوا قلبي، وكنت باهجم عليه بهجوم فيه
joy
و
rage.",0.84,Arabic 67–100%,"I grabbed him
من ياقة السوتان بتاعه,
and just started pouring out
كل الحاجات اللي كانت جوا قلبي,
and I attacked him
بهجمة مليانة فرحة وغضب.",0.4615384615,English 34–66%,مسكته من ياقة السوتان بتاعه. كنت باصب عليه كل حاجة موجودة جوة قلبي، وكنت باهجم عليه هجمات مخلوطة بالفرحة والغضب.,"I'd taken him by the neckband of his cassock, and, in a sort of ecstasy of joy and rage, I poured out on him all the thoughts that had been simmering in my brain."
"بالرغم من كده، ولا
certainty
من بتوعه كان يساوي شعرة من راس واحدة ست.",0.9285714286,Arabic 67–100%,"And yet
ولا يقين من بتوعه
was worth even
شعرة من راس واحدة ست.",0.3571428571,English 34–66%,بالرغم من كده، ولا يقين من بتوعه كان يساوي شعرة من راس واحدة ست.,And yet none of his certainties was worth one strand of a woman's hair.
"ماكانش حتى متأكد إنه
alive
بما إنه كان عايش زي واحد ميت.",0.9166666667,Arabic 67–100%,"Living
زي ما كان,
like a corpse,
ماكانش
even
متأكد إنه عايش.",0.4166666667,English 34–66%,ماكانش حتى متأكد إنه عايش بما إنه كان عايش زي واحد ميت.,"Living as he did, like a corpse, he couldn't even be sure of being alive."
"أما أنا، أنا كان شكلي
as if
إيديا فاضية.",0.7777777778,Arabic 67–100%,"It might look
إن إيديا كانت
empty.",0.5714285714,English 34–66%,أما أنا، أنا كان شكلي مش ماسك حاجة في إيديا.,It might look as if my hands were empty.
"كان عندي حق، ولسه
I’m right
، وهافضل دايما
right.",0.7,Arabic 67–100%,"I’d been right
، ولسه
I’m right
، وهافضل دايما عندي حق.",0.4166666667,English 34–66%,كان عندي حق، ولسه عندي حق، وهافضل دايما عندي حق.,"I'd been right, I was still right, I was always right."
"أنا عشت
in this way
وكنت أقدر أعيش بطريقة
different
خالص.",0.6363636364,Arabic 34–66%,"I'd passed
حياتي بالطريقة دي، وممكن كنت أعدّيها
in a different way
لو حبيت.",0.4285714286,English 34–66%,أنا عشت بالطريقة دي وكنت أقدر أعيش بطريقة غيرها خالص.,"I'd passed my life in a certain way, and I might have passed it in a different way, if I'd felt like it."
"زي ما اكون كنت طول الوقت مستني الـ
moment
ده وأول خيوط الـ
dawn
اللي ممكن يثبت إني كنت
right.",0.85,Arabic 67–100%,"It's like I was
طول الوقت
waiting for this minute
وأول
signs
الفجر اللي ممكن
prove
إني كنت عندي حق.",0.5,English 34–66%,زي ما اكون كنت طول الوقت مستني الدقيقة دي وأول خيوط الفجر ده إللي ممكن يثبت إن أنا كان عندي حق.,s
"ولا حاجة، ولا حاجة ليها أي
importance
، وكنت عارف كويس
why.",0.8333333333,Arabic 67–100%,"Nothing, nothing had
أي أهمية
and I knew
كويس ليه.",0.6,English 34–66%,ولا حاجة، ولا حاجة ليها أي أهمية، وكنت عارف كويس ليه.,"Nothing, nothing had the least importance and I knew quite well why."
"طول الحياة العبثية دي اللي عشتها، كان فيه
breeze
ضلمة جاية من أعماق الـ
future
، وكانت بتهب ناحيتي من السنين اللي لسه ماكانتش جت، الريح دي وهي في طريقها كانت بتـ
level
كل حاجة كانوا بيحاولوا يـ
foist
ها عليا في السنين اللي ماكانتش واقعية أكتر من اللي كنت بعيشها.",0.9215686275,Arabic 67–100%,"From the dark horizon of my
المستقبل
a slow, persistent
ريح كانت بتـ
blow
نحتي طول حياتي من السنين اللي لسه ماجتش، وعلى طريقها الريح دي كانت بتـ
level
كل الأفكار اللي الناس حاولوا يفرضوها عليا في السنين اللي برضه مكانتش واقعية أكتر من حياتي ساعتها.",0.2391304348,English 0–33%,طول الحياة العبثية دي إللي أنا عشتها، كان فيه ريح ضلمة جاية من أعماق مستقبلي، كانت بتهب ناحيتي بعد ما كانت بتعدي على السنين إللي لسه ماكانتش جت، الريح دي وهي في طريقها، كانت ساعتها بتساوي كل حاجة كانت بتتقدملي في السنين إللي ماكانتش واقعية أكثر من اللي أنا كنت عايشها.,"From the dark horizon of my future a sort of slow, persistent breeze had been blowing toward me, all my life long, from the years that were to come. And on its way that breeze had leveled out all the ideas that people tried to foist on me in the equally unreal years I then was living through."
"يا ترى كان
he
فهم؟ يا ترى كان
he
فهم بقى؟",0.8181818182,Arabic 67–100%,"Surely,
يا ترى هو كان فاهم؟",0.1666666667,English 0–33%,يا ترى كان فاهم؟ يا ترى كان فاهم بقي ؟,"Surely, surely he must see that?"
"إيه اللي يهم لو واحد
was
متهم بالقتل واتنفذ فيه حكم الإعدام عشان ماعيطش في يوم دفن أمه؟",0.9444444444,Arabic 67–100%,"What difference does it make
لو واحد اتهموه بالقتل
and
اتعدم عشان ماعيطش في دفن أمه؟",0.375,English 34–66%,إيه إللي يهم لو واحد متهم بالقتل، واتنفذ فيه حكم الإعدام عشان ماعيطش في يوم دفن أمه ؟,"And what difference could it make if, after being charged with murder, he were executed because he didn't weep at his mother's funeral, since it all came to the same thing in the end?"
"ده نفس الـ
thing
مع
Salamano's wife
ومع
Salamano's dog.",0.5,Arabic 34–66%,"The same thing
مع
Salamano's wife
ومع
Salamano's dog.",0.7777777778,English 67–100%,ده كلب سالامانو كان له قيمة قد قيمة مراته.,The same thing for Salamano's wife and for Salamano's dog.
"والست الأوتوماتيك كان ذنبها زي الـ
girl
بتاعت باريس اللي اتجوزها
Masson
أو زي
Marie
اللي كانت عايزاني أتجوزها.",0.8421052632,Arabic 67–100%,"That little robot
الست كان ذنبها زي البنت من
Paris
اللي اتجوزها ماسون،
or
زي ماري اللي كانت عايزاني أتجوزها.",0.25,English 0–33%,والست الأوتوماتيك ذنبها كان قد ذنبي الست بتاعت باريس إللي إتجوزها ماسون أو ذنب ماري إللي كانت عايزاني أتجوزها.,"That little robot woman was as ""guilty"" as the girl from Paris who had married Masson, or as Marie, who wanted me to marry her."
"إيه اللي يهم لو
Raymond
كان صاحبي زي
Celeste
اللي كان
actually
أحسن منه؟",0.7857142857,Arabic 67–100%,"What does it matter
لو
Raymond
كان صاحبي زي
Celeste
اللي كان فعلاً أحسن منه؟",0.4,English 34–66%,إيه إللي يهم من إن ريمون كان صاحبي زيه زي سيليست إللي كان أحسن منه ؟,"What did it matter if Raymond was as much my pal as Celeste, who was a far worthier man?"
"إيه إللي يهم لو دلوقتي ماري كانت بتدي شفايفها لـ
new boyfriend
؟",0.8461538462,Arabic 67–100%,"What does it matter
لو في اللحظة دي ماري كانت بتدي شفايفها لـحد جديد؟",0.2857142857,English 0–33%,إيه إللي يهم من إن ماري النهارده كانت بتدي شفايفها لمورسو جديد ؟,What did it matter if at this very moment Marie was kissing a new boy friend?
"يا ترى الراجل إللي محكوم عليه ده كان فاهم بقى إيه معنى
that dark wind
اللي جاية من مستقبلي؟",0.8421052632,Arabic 67–100%,"As a condemned man himself,
ماكانش يقدر
grasp
إيه معنى الريح السودة دي اللي جاية من مستقبلي؟",0.3529411765,English 34–66%,يا ترى الراجل إللي محكوم عليه ده كان فاهم بقى إن من أعماق مستقبلي؟,"As a condemned man himself, couldn't he grasp what I meant by that dark wind blowing from my future?"
"واتخنقت وانا كنت
shouting
بكل ده، لكن فعلاً الحراس جريوا ودخلوا يحاولوا
release
القسيس من إيديا وواحد فيهم كان هيمد إيده يضربني.",0.9090909091,Arabic 67–100%,"I had been
باصرخ
so much
لحد ما نفسي اتقطع،
and then
الحراس
rushed in
وبدأوا
release
القسيس من بين إيديا.",0.4761904762,English 34–66%,واتخنقت وانا باصرخ بكل ده. لكن، بالفعل، كانو بيشدو القسيس من بين إيديا والحراس بيهددوني.,"I had been shouting so much that I'd lost my breath, and just then the jailers rushed in and started trying to release the chaplain from my grip. One of them made as if to strike me."
"مع كده، هو هداهم وبصلي
for a moment
من غير ما يتكلم.",0.75,Arabic 67–100%,"The chaplain
هداهم وبصلي مدة من سكات.",0.2857142857,English 0–33%,مع كده، هو هداهم وبصلي مدة من سكات.,"The chaplain quietened them down, then gazed at me for a moment without speaking."
"كنت هلكان فرميت نفسي على الـ
bed
الصغير بتاعي.",0.8888888889,Arabic 67–100%,"All this excitement
خلاني أكون هلكان فأنا رميت نفسي على السرير بتاعي.",0.25,English 0–33%,كنت هلكان فرميت نفسي على السرير الصغير بتاعي.,But all this excitement had exhausted me and I dropped heavily on to my sleeping plank.
"أعتقد إن أنا نمت
long
عشان لما صحيت كانت على وشي
shining stars.",0.7692307692,Arabic 67–100%,"I must have slept
كتير عشان لما صحيت
stars
كانت بتنور وشي.",0.4166666667,English 34–66%,أعتقد إن أنا نمت عشان لما صحيت، كانت على وشي لمعة النجوم.,"I must have had a longish sleep, for, when I woke, the stars were shining down on my face."
